MORENO,106941 ,0.043,247
BOWMAN,106941 ,0.043,248
MEDINA,104454 ,0.042,249
FOWLER,104454 ,0.042,250
BREWER,104454 ,0.042,251
HOFFMAN,104454 ,0.042,252
CARLSON,104454 ,0.042,253
SILVA,104454 ,0.042,254
PEARSON,104454 ,0.042,255
HOLLAND,104454 ,0.042,256
DOUGLAS,101967 ,0.041,257
FLEMING,101967 ,0.041,258
JENSEN,101967 ,0.041,259
VARGAS,101967 ,0.041,260
BYRD,101967 ,0.041,261
DAVIDSON,101967 ,0.041,262
HOPKINS,101967 ,0.041,263
MAY,99480 ,0.04,264
TERRY,99480 ,0.04,265
HERRERA,99480 ,0.04,266
WADE,99480 ,0.04,267
SOTO,99480 ,0.04,268
WALTERS,99480 ,0.04,269
CURTIS,99480 ,0.04,270
NEAL,96993 ,0.039,271
CALDWELL,96993 ,0.039,272
LOWE,96993 ,0.039,273
JENNINGS,96993 ,0.039,274
BARNETT,96993 ,0.039,275
GRAVES,96993 ,0.039,276
JIMENEZ,96993 ,0.039,277
HORTON,96993 ,0.039,278
SHELTON,96993 ,0.039,279
BARRETT,96993 ,0.039,280
OBRIEN,96993 ,0.039,281
CASTRO,96993 ,0.039,282
SUTTON,94506 ,0.038,283
GREGORY,94506 ,0.038,284
MCKINNEY,94506 ,0.038,285
LUCAS,94506 ,0.038,286
MILES,94506 ,0.038,287
CRAIG,94506 ,0.038,288
RODRIQUEZ,92019 ,0.037,289
CHAMBERS,92019 ,0.037,290
HOLT,92019 ,0.037,291
LAMBERT,92019 ,0.037,292
FLETCHER,92019 ,0.037,293
WATTS,92019 ,0.037,294
BATES,92019 ,0.037,295
HALE,92019 ,0.037,296
RHODES,92019 ,0.037,297
PENA,92019 ,0.037,298
BECK,92019 ,0.037,299
NEWMAN,89532 ,0.036,300
HAYNES,89532 ,0.036,301
MCDANIEL,89532 ,0.036,302
MENDEZ,89532 ,0.036,303
BUSH,89532 ,0.036,304
VAUGHN,89532 ,0.036,305
PARKS,87045 ,0.035,306
DAWSON,87045 ,0.035,307
SANTIAGO,87045 ,0.035,308
NORRIS,87045 ,0.035,309
HARDY,87045 ,0.035,310
LOVE,87045 ,0.035,311
STEELE,87045 ,0.035,312
CURRY,87045 ,0.035,313
POWERS,87045 ,0.035,314
SCHULTZ,87045 ,0.035,315
BARKER,87045 ,0.035,316
GUZMAN,84558 ,0.034,317
PAGE,84558 ,0.034,318
MUNOZ,84558 ,0.034,319
BALL,84558 ,0.034,320
KELLER,84558 ,0.034,321
CHANDLER,84558 ,0.034,322
WEBER,84558 ,0.034,323
LEONARD,84558 ,0.034,324
WALSH,82071 ,0.033,325
LYONS,82071 ,0.033,326
RAMSEY,82071 ,0.033,327
WOLFE,82071 ,0.033,328
SCHNEIDER,82071 ,0.033,329
MULLINS,82071 ,0.033,330
BENSON,82071 ,0.033,331
SHARP,82071 ,0.033,332
BOWEN,82071 ,0.033,333
DANIEL,82071 ,0.033,334
BARBER,79584 ,0.032,335
CUMMINGS,79584 ,0.032,336
HINES,79584 ,0.032,337
BALDWIN,79584 ,0.032,338
GRIFFITH,79584 ,0.032,339
VALDEZ,79584 ,0.032,340
HUBBARD,79584 ,0.032,341
SALAZAR,79584 ,0.032,342
REEVES,79584 ,0.032,343
WARNER,77097 ,0.031,344
STEVENSON,77097 ,0.031,345
BURGESS,77097 ,0.031,346
SANTOS,77097 ,0.031,347
TATE,77097 ,0.031,348
CROSS,77097 ,0.031,349
GARNER,77097 ,0.031,350
MANN,77097 ,0.031,351
MACK,77097 ,0.031,352
MOSS,77097 ,0.031,353
THORNTON,77097 ,0.031,354
DENNIS,77097 ,0.031,355
MCGEE,77097 ,0.031,356
FARMER,74610 ,0.03,357
DELGADO,74610 ,0.03,358
AGUILAR,74610 ,0.03,359
VEGA,74610 ,0.03,360
GLOVER,74610 ,0.03,361
MANNING,74610 ,0.03,362
COHEN,74610 ,0.03,363
HARMON,74610 ,0.03,364
RODGERS,74610 ,0.03,365
ROBBINS,74610 ,0.03,366
NEWTON,74610 ,0.03,367
TODD,74610 ,0.03,368
BLAIR,74610 ,0.03,369
HIGGINS,74610 ,0.03,370
INGRAM,74610 ,0.03,371
REESE,74610 ,0.03,372
CANNON,74610 ,0.03,373
STRICKLAND,74610 ,0.03,374
TOWNSEND,74610 ,0.03,375
POTTER,74610 ,0.03,376
GOODWIN,74610 ,0.03,377
WALTON,74610 ,0.03,378
ROWE,72123 ,0.029,379
HAMPTON,72123 ,0.029,380
ORTEGA,72123 ,0.029,381
PATTON,72123 ,0.029,382
SWANSON,72123 ,0.029,383
JOSEPH,72123 ,0.029,384
FRANCIS,72123 ,0.029,385
GOODMAN,72123 ,0.029,386
MALDONADO,72123 ,0.029,387
YATES,72123 ,0.029,388
BECKER,72123 ,0.029,389
ERICKSON,72123 ,0.029,390
HODGES,72123 ,0.029,391
RIOS,72123 ,0.029,392
CONNER,72123 ,0.029,393
ADKINS,72123 ,0.029,394
WEBSTER,69636 ,0.028,395
NORMAN,69636 ,0.028,396
MALONE,69636 ,0.028,397
HAMMOND,69636 ,0.028,398
FLOWERS,69636 ,0.028,399
COBB,69636 ,0.028,400
MOODY,69636 ,0.028,401
QUINN,69636 ,0.028,402
BLAKE,69636 ,0.028,403
MAXWELL,69636 ,0.028,404
POPE,69636 ,0.028,405
FLOYD,67149 ,0.027,406
OSBORNE,67149 ,0.027,407
PAUL,67149 ,0.027,408
MCCARTHY,67149 ,0.027,409
GUERRERO,67149 ,0.027,410
LINDSEY,67149 ,0.027,411
ESTRADA,67149 ,0.027,412
SANDOVAL,67149 ,0.027,413
GIBBS,67149 ,0.027,414
TYLER,67149 ,0.027,415
GROSS,67149 ,0.027,416
FITZGERALD,67149 ,0.027,417
STOKES,67149 ,0.027,418
DOYLE,67149 ,0.027,419
SHERMAN,67149 ,0.027,420
SAUNDERS,67149 ,0.027,421
WISE,67149 ,0.027,422
COLON,67149 ,0.027,423
GILL,67149 ,0.027,424
ALVARADO,67149 ,0.027,425
GREER,64662 ,0.026,426
PADILLA,64662 ,0.026,427
SIMON,64662 ,0.026,428
WATERS,64662 ,0.026,429
NUNEZ,64662 ,0.026,430
BALLARD,64662 ,0.026,431
SCHWARTZ,64662 ,0.026,432
MCBRIDE,64662 ,0.026,433
HOUSTON,64662 ,0.026,434
CHRISTENSEN,64662 ,0.026,435
KLEIN,64662 ,0.026,436
PRATT,64662 ,0.026,437
BRIGGS,64662 ,0.026,438
PARSONS,64662 ,0.026,439
MCLAUGHLIN,64662 ,0.026,440
ZIMMERMAN,64662 ,0.026,441
FRENCH,64662 ,0.026,442
BUCHANAN,64662 ,0.026,443
MORAN,64662 ,0.026,444
COPELAND,62175 ,0.025,445
ROY,62175 ,0.025,446
PITTMAN,62175 ,0.025,447
BRADY,62175 ,0.025,448
MCCORMICK,62175 ,0.025,449
HOLLOWAY,62175 ,0.025,450
BROCK,62175 ,0.025,451
POOLE,62175 ,0.025,452
FRANK,62175 ,0.025,453
LOGAN,62175 ,0.025,454
OWEN,62175 ,0.025,455
BASS,62175 ,0.025,456
MARSH,62175 ,0.025,457
DRAKE,62175 ,0.025,458
WONG,62175 ,0.025,459
JEFFERSON,62175 ,0.025,460
PARK,62175 ,0.025,461
MORTON,62175 ,0.025,462
ABBOTT,62175 ,0.025,463
SPARKS,62175 ,0.025,464
PATRICK,59688 ,0.024,465
NORTON,59688 ,0.024,466
HUFF,59688 ,0.024,467
CLAYTON,59688 ,0.024,468
MASSEY,59688 ,0.024,469
LLOYD,59688 ,0.024,470
FIGUEROA,59688 ,0.024,471
CARSON,59688 ,0.024,472
BOWERS,59688 ,0.024,473
ROBERSON,59688 ,0.024,474
BARTON,59688 ,0.024,475
TRAN,59688 ,0.024,476
LAMB,59688 ,0.024,477
HARRINGTON,59688 ,0.024,478
CASEY,59688 ,0.024,479
BOONE,59688 ,0.024,480
CORTEZ,59688 ,0.024,481
CLARKE,59688 ,0.024,482
MATHIS,59688 ,0.024,483
SINGLETON,59688 ,0.024,484
WILKINS,59688 ,0.024,485
CAIN,59688 ,0.024,486
BRYAN,59688 ,0.024,487
UNDERWOOD,59688 ,0.024,488
HOGAN,59688 ,0.024,489
MCKENZIE,57201 ,0.023,490
COLLIER,57201 ,0.023,491
LUNA,57201 ,0.023,492
PHELPS,57201 ,0.023,493
MCGUIRE,57201 ,0.023,494
ALLISON,57201 ,0.023,495
BRIDGES,57201 ,0.023,496
WILKERSON,57201 ,0.023,497
NASH,57201 ,0.023,498
SUMMERS,57201 ,0.023,499
ATKINS,57201 ,0.023,500
WILCOX,57201 ,0.023,501
PITTS,57201 ,0.023,502
CONLEY,57201 ,0.023,503
MARQUEZ,57201 ,0.023,504
BURNETT,57201 ,0.023,505
RICHARD,57201 ,0.023,506
COCHRAN,57201 ,0.023,507
CHASE,57201 ,0.023,508
DAVENPORT,57201 ,0.023,509
HOOD,57201 ,0.023,510
GATES,57201 ,0.023,511
CLAY,57201 ,0.023,512
AYALA,57201 ,0.023,513
SAWYER,57201 ,0.023,514
ROMAN,57201 ,0.023,515
VAZQUEZ,57201 ,0.023,516
DICKERSON,57201 ,0.023,517
HODGE,54714 ,0.022,518
ACOSTA,54714 ,0.022,519
FLYNN,54714 ,0.022,520
ESPINOZA,54714 ,0.022,521
NICHOLSON,54714 ,0.022,522
MONROE,54714 ,0.022,523
WOLF,54714 ,0.022,524
MORROW,54714 ,0.022,525
KIRK,54714 ,0.022,526
RANDALL,54714 ,0.022,527
ANTHONY,54714 ,0.022,528
WHITAKER,54714 ,0.022,529
OCONNOR,54714 ,0.022,530
SKINNER,54714 ,0.022,531
WARE,54714 ,0.022,532
MOLINA,54714 ,0.022,533
KIRBY,54714 ,0.022,534
HUFFMAN,54714 ,0.022,535
BRADFORD,54714 ,0.022,536
CHARLES,54714 ,0.022,537
GILMORE,54714 ,0.022,538
DOMINGUEZ,54714 ,0.022,539
ONEAL,54714 ,0.022,540
BRUCE,54714 ,0.022,541
LANG,52227 ,0.021,542
COMBS,52227 ,0.021,543
KRAMER,52227 ,0.021,544
HEATH,52227 ,0.021,545
HANCOCK,52227 ,0.021,546
GALLAGHER,52227 ,0.021,547
GAINES,52227 ,0.021,548
SHAFFER,52227 ,0.021,549
SHORT,52227 ,0.021,550
WIGGINS,52227 ,0.021,551
MATHEWS,52227 ,0.021,552
MCCLAIN,52227 ,0.021,553
FISCHER,52227 ,0.021,554
WALL,52227 ,0.021,555
SMALL,52227 ,0.021,556
MELTON,52227 ,0.021,557
HENSLEY,52227 ,0.021,558
BOND,52227 ,0.021,559
DYER,52227 ,0.021,560
CAMERON,52227 ,0.021,561
GRIMES,52227 ,0.021,562
CONTRERAS,52227 ,0.021,563
CHRISTIAN,52227 ,0.021,564
WYATT,52227 ,0.021,565
BAXTER,52227 ,0.021,566
SNOW,52227 ,0.021,567
MOSLEY,52227 ,0.021,568
SHEPHERD,52227 ,0.021,569
LARSEN,52227 ,0.021,570
HOOVER,52227 ,0.021,571
BEASLEY,49740 ,0.02,572
GLENN,49740 ,0.02,573
PETERSEN,49740 ,0.02,574
WHITEHEAD,49740 ,0.02,575
MEYERS,49740 ,0.02,576
KEITH,49740 ,0.02,577
GARRISON,49740 ,0.02,578
VINCENT,49740 ,0.02,579
SHIELDS,49740 ,0.02,580
HORN,49740 ,0.02,581
SAVAGE,49740 ,0.02,582
OLSEN,49740 ,0.02,583
SCHROEDER,49740 ,0.02,584
HARTMAN,49740 ,0.02,585
WOODARD,49740 ,0.02,586
MUELLER,49740 ,0.02,587
KEMP,49740 ,0.02,588
DELEON,49740 ,0.02,589
BOOTH,49740 ,0.02,590
PATEL,49740 ,0.02,591
CALHOUN,49740 ,0.02,592
WILEY,49740 ,0.02,593
EATON,49740 ,0.02,594
CLINE,49740 ,0.02,595
NAVARRO,49740 ,0.02,596
HARRELL,49740 ,0.02,597
LESTER,49740 ,0.02,598
HUMPHREY,49740 ,0.02,599
PARRISH,49740 ,0.02,600
DURAN,49740 ,0.02,601
HUTCHINSON,49740 ,0.02,602
HESS,49740 ,0.02,603
DORSEY,49740 ,0.02,604
BULLOCK,49740 ,0.02,605
ROBLES,49740 ,0.02,606
BEARD,47253 ,0.019,607
DALTON,47253 ,0.019,608
AVILA,47253 ,0.019,609
VANCE,47253 ,0.019,610
RICH,47253 ,0.019,611
BLACKWELL,47253 ,0.019,612
YORK,47253 ,0.019,613
JOHNS,47253 ,0.019,614
BLANKENSHIP,47253 ,0.019,615
TREVINO,47253 ,0.019,616
SALINAS,47253 ,0.019,617
CAMPOS,47253 ,0.019,618
PRUITT,47253 ,0.019,619
MOSES,47253 ,0.019,620
CALLAHAN,47253 ,0.019,621
GOLDEN,47253 ,0.019,622
MONTOYA,47253 ,0.019,623
HARDIN,47253 ,0.019,624
GUERRA,47253 ,0.019,625
MCDOWELL,47253 ,0.019,626
CAREY,47253 ,0.019,627
STAFFORD,47253 ,0.019,628
GALLEGOS,47253 ,0.019,629
HENSON,47253 ,0.019,630
WILKINSON,47253 ,0.019,631
BOOKER,47253 ,0.019,632
MERRITT,47253 ,0.019,633
MIRANDA,47253 ,0.019,634
ATKINSON,47253 ,0.019,635
ORR,47253 ,0.019,636
DECKER,47253 ,0.019,637
HOBBS,47253 ,0.019,638
PRESTON,47253 ,0.019,639
TANNER,47253 ,0.019,640
KNOX,47253 ,0.019,641
PACHECO,47253 ,0.019,642
STEPHENSON,44766 ,0.018,643
GLASS,44766 ,0.018,644
ROJAS,44766 ,0.018,645
SERRANO,44766 ,0.018,646
MARKS,44766 ,0.018,647
HICKMAN,44766 ,0.018,648
ENGLISH,44766 ,0.018,649
SWEENEY,44766 ,0.018,650
STRONG,44766 ,0.018,651
PRINCE,44766 ,0.018,652
MCCLURE,44766 ,0.018,653
CONWAY,44766 ,0.018,654
WALTER,44766 ,0.018,655
ROTH,44766 ,0.018,656
MAYNARD,44766 ,0.018,657
FARRELL,44766 ,0.018,658
LOWERY,44766 ,0.018,659
HURST,44766 ,0.018,660
NIXON,44766 ,0.018,661
WEISS,44766 ,0.018,662
TRUJILLO,44766 ,0.018,663
ELLISON,44766 ,0.018,664
SLOAN,44766 ,0.018,665
JUAREZ,44766 ,0.018,666
WINTERS,44766 ,0.018,667
MCLEAN,44766 ,0.018,668
RANDOLPH,44766 ,0.018,669
LEON,44766 ,0.018,670
BOYER,44766 ,0.018,671
VILLARREAL,44766 ,0.018,672
MCCALL,44766 ,0.018,673
GENTRY,44766 ,0.018,674
CARRILLO,42279 ,0.017,675
KENT,42279 ,0.017,676
AYERS,42279 ,0.017,677
LARA,42279 ,0.017,678
SHANNON,42279 ,0.017,679
SEXTON,42279 ,0.017,680
PACE,42279 ,0.017,681
HULL,42279 ,0.017,682
LEBLANC,42279 ,0.017,683
BROWNING,42279 ,0.017,684
VELASQUEZ,42279 ,0.017,685
LEACH,42279 ,0.017,686
CHANG,42279 ,0.017,687
HOUSE,42279 ,0.017,688
SELLERS,42279 ,0.017,689
HERRING,42279 ,0.017,690
NOBLE,42279 ,0.017,691
FOLEY,42279 ,0.017,692
BARTLETT,42279 ,0.017,693
MERCADO,42279 ,0.017,694
LANDRY,42279 ,0.017,695
DURHAM,42279 ,0.017,696
WALLS,42279 ,0.017,697
BARR,42279 ,0.017,698
MCKEE,42279 ,0.017,699
BAUER,42279 ,0.017,700
RIVERS,42279 ,0.017,701
EVERETT,42279 ,0.017,702
BRADSHAW,42279 ,0.017,703
PUGH,42279 ,0.017,704
VELEZ,42279 ,0.017,705
RUSH,42279 ,0.017,706
ESTES,42279 ,0.017,707
DODSON,42279 ,0.017,708
MORSE,42279 ,0.017,709
SHEPPARD,42279 ,0.017,710
WEEKS,42279 ,0.017,711
CAMACHO,42279 ,0.017,712
BEAN,42279 ,0.017,713
BARRON,42279 ,0.017,714
LIVINGSTON,42279 ,0.017,715
MIDDLETON,39792 ,0.016,716
SPEARS,39792 ,0.016,717
BRANCH,39792 ,0.016,718
BLEVINS,39792 ,0.016,719
CHEN,39792 ,0.016,720
KERR,39792 ,0.016,721
MCCONNELL,39792 ,0.016,722
HATFIELD,39792 ,0.016,723
HARDING,39792 ,0.016,724
ASHLEY,39792 ,0.016,725
SOLIS,39792 ,0.016,726
HERMAN,39792 ,0.016,727
FROST,39792 ,0.016,728
GILES,39792 ,0.016,729
BLACKBURN,39792 ,0.016,730
WILLIAM,39792 ,0.016,731
PENNINGTON,39792 ,0.016,732
WOODWARD,39792 ,0.016,733
FINLEY,39792 ,0.016,734
MCINTOSH,39792 ,0.016,735
KOCH,39792 ,0.016,736
BEST,39792 ,0.016,737
SOLOMON,39792 ,0.016,738
MCCULLOUGH,39792 ,0.016,739
DUDLEY,39792 ,0.016,740
NOLAN,39792 ,0.016,741
BLANCHARD,39792 ,0.016,742
RIVAS,39792 ,0.016,743
BRENNAN,39792 ,0.016,744
MEJIA,39792 ,0.016,745
KANE,39792 ,0.016,746
BENTON,39792 ,0.016,747
JOYCE,39792 ,0.016,748
BUCKLEY,39792 ,0.016,749
HALEY,39792 ,0.016,750
VALENTINE,39792 ,0.016,751
MADDOX,39792 ,0.016,752
RUSSO,39792 ,0.016,753
MCKNIGHT,39792 ,0.016,754
BUCK,39792 ,0.016,755
MOON,39792 ,0.016,756
MCMILLAN,39792 ,0.016,757
CROSBY,39792 ,0.016,758
BERG,39792 ,0.016,759
DOTSON,39792 ,0.016,760
MAYS,39792 ,0.016,761
ROACH,39792 ,0.016,762
CHURCH,39792 ,0.016,763
CHAN,39792 ,0.016,764
RICHMOND,39792 ,0.016,765
MEADOWS,39792 ,0.016,766
FAULKNER,39792 ,0.016,767
ONEILL,39792 ,0.016,768
KNAPP,39792 ,0.016,769
KLINE,37305 ,0.015,770
BARRY,37305 ,0.015,771
OCHOA,37305 ,0.015,772
JACOBSON,37305 ,0.015,773
GAY,37305 ,0.015,774
AVERY,37305 ,0.015,775
HENDRICKS,37305 ,0.015,776
HORNE,37305 ,0.015,777
SHEPARD,37305 ,0.015,778
HEBERT,37305 ,0.015,779
CHERRY,37305 ,0.015,780
CARDENAS,37305 ,0.015,781
MCINTYRE,37305 ,0.015,782
WHITNEY,37305 ,0.015,783
WALLER,37305 ,0.015,784
HOLMAN,37305 ,0.015,785
DONALDSON,37305 ,0.015,786
CANTU,37305 ,0.015,787
TERRELL,37305 ,0.015,788
MORIN,37305 ,0.015,789
GILLESPIE,37305 ,0.015,790
FUENTES,37305 ,0.015,791
TILLMAN,37305 ,0.015,792
SANFORD,37305 ,0.015,793
BENTLEY,37305 ,0.015,794
PECK,37305 ,0.015,795
KEY,37305 ,0.015,796
SALAS,37305 ,0.015,797
ROLLINS,37305 ,0.015,798
GAMBLE,37305 ,0.015,799
DICKSON,37305 ,0.015,800
BATTLE,37305 ,0.015,801
SANTANA,37305 ,0.015,802
CABRERA,37305 ,0.015,803
CERVANTES,37305 ,0.015,804
HOWE,37305 ,0.015,805
HINTON,37305 ,0.015,806
HURLEY,37305 ,0.015,807
SPENCE,37305 ,0.015,808
ZAMORA,37305 ,0.015,809
YANG,37305 ,0.015,810
MCNEIL,37305 ,0.015,811
SUAREZ,37305 ,0.015,812
CASE,37305 ,0.015,813
PETTY,37305 ,0.015,814
GOULD,37305 ,0.015,815
MCFARLAND,37305 ,0.015,816
SAMPSON,37305 ,0.015,817
CARVER,37305 ,0.015,818
BRAY,37305 ,0.015,819
ROSARIO,37305 ,0.015,820
MACDONALD,37305 ,0.015,821
STOUT,37305 ,0.015,822
